id_no;start;end;today;simserial;subscriberid;deviceid;location;_location_latitude;_location_longitude;_location_altitude;_location_precision;region_name;district_name;ward_name;subward_name;photo_before;photo_during;photo_after;acessibility;no_reasons;yes_no;weather;sediment;vegetation_cover;site;photo_north;photo_east;photo_south;photo_west;additional_observation;_id;_uuid;_submission_time;_validation_status;_index;sample_id;field_sampler_names;field_sampler_names_other;date_collected;tester_name;tester_name_other;date_analysis;weigh_sieves_top;mass_4_75_sieve_top;mass_2_36_sieve_top;mass_1_18_sieve_top;mass_0_6_sieve_top;mass_0_425_sieve_top;mass_0_3_sieve_top;mass_0_15_sieve_top;mass_0_075_sieve_top;mass_bottom_pan_top;top_sample_note;mass_beginning_top;mass_4_75_top;mass_4_75_top_soil_retained;mass_4_75_top_soil_retained_note;mass_2_36_top;mass_2_36_top_soil_retained;mass_2_36_top_soil_retained_note;mass_1_18_top;mass_1_18_top_soil_retained;mass_1_18_top_soil_retained_note;mass_0_6_top;mass_0_6_top_soil_retained;mass_0_6_top_soil_retained_note;mass_0_425_top;mass_0_425_top_soil_retained;mass_0_425_top_soil_retained_note;mass_0_3_top;mass_0_3_top_soil_retained;mass_0_3_top_soil_retained_note;mass_0_15_top;mass_0_15_top_soil_retained;mass_0_15_top_soil_retained_note;mass_0_075_top;mass_0_075_top_soil_retained;mass_0_075_top_soil_retained_note;mass_0_top;mass_0_top_soil_retained;mass_0_top_soil_retained_note;mass_soil_top;mass_soil_top_note;mass_loss_top_sample;percentage_mass_loss_top_sample;mass_loss_top_sample_note;weigh_sieves_bottom;mass_4_75_sieve_bottom;mass_2_36_sieve_bottom;mass_1_18_sieve_bottom;mass_0_6_sieve_bottom;mass_0_425_sieve_bottom;mass_0_3_sieve_bottom;mass_0_15_sieve_bottom;mass_0_075_sieve_bottom;mass_bottom_pan_bottom;bottom_sample_note;mass_beginning_bottom;mass_4_75_bottom;mass_4_75_bottom_soil_retained;mass_4_75_bottom_soil_retained_note;mass_2_36_bottom;mass_2_36_bottom_soil_retained;mass_2_36_bottom_soil_retained_note;mass_1_18_bottom;mass_1_18_bottom_soil_retained;mass_1_18_bottom_soil_retained_note;mass_0_6_bottom;mass_0_6_bottom_soil_retained;mass_0_6_bottom_soil_retained_note;mass_0_425_bottom;mass_0_425_bottom_soil_retained;mass_0_425_bottom_soil_retained_note;mass_0_3_bottom;mass_0_3_bottom_soil_retained;mass_0_3_bottom_soil_retained_note;mass_0_15_bottom;mass_0_15_bottom_soil_retained;mass_0_15_bottom_soil_retained_note;mass_0_075_bottom;mass_0_075_bottom_soil_retained;mass_0_075_bottom_soil_retained_note;mass_0_bottom;mass_0_bottom_soil_retained;mass_0_bottom_soil_retained_note;mass_soil_bottom;mass_soil_bottom_note;mass_loss_bottom_sample;percentage_mass_loss_bottom_sample;mass_loss_bottom_sample_note;_id;_uuid;_submission_time;_validation_status;_index
480;2018-11-16T12:21:50.704+03;2018-11-16T16:55:37.682+03;2018-11-16;8.92550506039852E+018;640050639852309;353614091318981;-6.878092247815502 39.42267894744873 0.0 0.0;-6.8780922478;39.4226789474;0;0;dar_es_salaam;kigamboni;Bamba;Bamba;1542360199253.jpg;1542360209647.jpg;1542360224693.jpg;no;Forest area;yes;dry;loose;medium;urban;1542360262039.jpg;1542360271504.jpg;1542360283826.jpg;1542360294952.jpg;The point is the forest area;316;b5420a85-d4af-40c9-85b4-255a66cee17f;2018-11-16T19:26:10;;226;480;Rebeca_Ramadhani;;2018-11-16;Sia_Wilfred;;2018-11-30;;513;492;488;495;461;451;437;350;371;;500;620;107;;615;123;;555;67;;566;71;;493;32;;479;28;;465;28;;359;9;;376;5;;470;;30;0.06;;;516;500;518;494;493;463;443;350;372;;500;528;12;;541;41;;590;72;;599;105;;595;102;;514;51;;487;44;;397;47;;397;25;;499;;1;0.002;;730;5cbc8bb1-41a3-42ce-8129-8a4cf9ae485f;2018-11-30T13:48:04;;241
479;2018-11-16T15:20:34.743+03;2018-11-16T15:24:57.844+03;2018-11-16;8.92550506039852E+018;640050639852309;353614091318981;-6.8765600000000004 39.40468833333333 24.1 2.8;-6.87656;39.4046883333;24.1;2.8;dar_es_salaam;kigamboni;Sumangire;Mwela;1542370864526.jpg;1542370890613.jpg;1542371078384.jpg;yes;;no;dry;loose;low;urban;1542370915620.jpg;1542370925462.jpg;1542370935222.jpg;1542370945572.jpg;;317;244a4468-f72c-4f11-9d75-f35ab8057f03;2018-11-16T19:28:49;;227;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
429;2018-11-16T10:05:24.568+03;2018-11-16T10:26:02.267+03;2018-11-16;8.92550441073634E+018;640044173634530;354511091457182;-6.894942815986326 39.096994400024414 0.0 0.0;-6.894942816;39.0969944;0;0;pwani;kisarawe;Boga;Gadeni;1542353049845.jpg;;1542353149692.jpg;yes;;yes;wet;consolidated;medium;urban;1542352954006.jpg;1542352965941.jpg;1542352987145.jpg;1542353009112.jpg;;318;49c492a3-7694-4537-ad54-0f9af8b9587b;2018-11-17T07:31:38;;228;429;other;Baraka and Anna;2018-11-17;other;Sia Saronga and Abubakari Rajab;2018-12-10;;513;492;488;495;461;451;437;350;371;;500;515;2;;494;2;;513;25;;616;121;;570;109;;553;102;;527;90;;379;29;;373;2;;482;;18;0.036;;;516;500;518;494;498;463;443;350;372;;517;505;-11;;605;105;;542;24;;617;123;;586;88;;520;57;;536;93;;381;31;;375;3;;513;;4;0.0077369439;;1142;a81c1fb2-2fb5-4664-9ae1-54cf5491204d;2018-12-10T11:02:55;;444
430;2018-11-16T12:07:20.848+03;2018-11-16T12:09:36.611+03;2018-11-16;8.92550441073634E+018;640044173634530;354511091457182;-6.894918850685613 39.11511272192001 0.0 0.0;-6.8949188507;39.1151127219;0;0;pwani;kisarawe;Mjimwema;Asifu;1542359354626.jpg;1542359366215.jpg;1542359372540.jpg;yes;;yes;dry;loose;medium;urban;1542359330163.jpg;1542359342451.jpg;1542359359250.jpg;1542359379329.jpg;;319;bf587cff-2f55-4539-b98f-04a9710557c4;2018-11-17T07:32:45;;229;430;other;Baraka and Anna;2018-11-17;other;Sia Saronga and Abubakari Rajab;2018-12-10;;513;492;488;495;461;451;437;350;371;;500;518;5;;498;6;;514;26;;610;115;;573;112;;555;104;;521;84;;360;10;;377;6;;468;;32;0.064;;;516;500;518;494;498;463;443;350;372;;500;519;3;;509;9;;534;16;;619;125;;587;89;;526;63;;517;74;;465;115;;376;4;;498;;2;0.004;;1143;79348e56-01e7-49d6-a2a5-aaa2a98051e8;2018-12-10T11:02:57;;445
431;2018-11-16T12:39:06.810+03;2018-11-16T12:45:41.002+03;2018-11-16;8.92550441073634E+018;640044173634530;354511091457182;-6.894580673535145 39.13320690393448 0.0 0.0;-6.8945806735;39.1332069039;0;0;dar_es_salaam;ilala;Mikongeni;Jeshini;1542361520462.jpg;1542361528988.jpg;1542361537185.jpg;yes;;yes;dry;loose;medium;urban;1542361361194.jpg;1542361371155.jpg;1542361383345.jpg;1542361391628.jpg;;320;3863be6f-95d9-4a72-91cc-b46635284026;2018-11-17T07:33:21;;230;431;other;Baraka and Anna;2018-11-17;other;Sia Saronga and Abubakari Rajab;2018-12-10;;513;492;488;495;461;451;437;350;371;;500;513;0;;494;2;;510;22;;609;114;;564;103;;552;101;;519;82;;360;10;;377;6;;440;;60;0.12;;;516;500;518;494;498;463;443;350;372;;500;519;3;;509;9;;534;16;;619;125;;587;89;;526;63;;517;74;;465;115;;376;4;;498;;2;0.004;;1144;c9017233-9f6f-452f-b44b-d7e958ff0bff;2018-12-10T11:02:58;;446
432;2018-11-16T13:25:16.059+03;2018-11-16T13:29:25.239+03;2018-11-16;8.92550441073634E+018;640044173634530;354511091457182;-6.898148829730701 39.16149616241455 0.0 0.0;-6.8981488297;39.1614961624;0;0;dar_es_salaam;ilala;Gongo la mboto;Jeshini;1542364127020.jpg;1542364139080.jpg;1542364156840.jpg;no;Millitary base camp;yes;wet;loose;high;urban;1542364014286.jpg;1542364025804.jpg;1542364028805.jpg;1542364039382.jpg;;321;3b9509d6-dab2-4523-8e2b-f0db09510b21;2018-11-17T07:34:40;;231;432;other;Baraka and Anna;2018-11-17;other;Sia Saronga and Abubakari Rajab;2018-12-10;;513;492;488;495;461;451;437;350;371;;500;516;3;;493;1;;513;25;;613;118;;560;99;;551;100;;516;79;;366;16;;376;5;;446;;54;0.108;;;516;500;518;494;498;463;443;350;372;;500;521;5;;511;11;;530;12;;620;126;;600;102;;524;61;;580;137;;388;38;;374;2;;494;;6;0.012;;1145;c0d36b59-62b2-4509-b3ca-3780abbacc97;2018-12-10T12:50:59;;447
400;2018-11-16T14:19:20.386+03;2018-11-16T14:22:24.105+03;2018-11-16;8.92550441073634E+018;640044173634530;354511091457182;-6.912722071994352 39.151437878608704 0.0 0.0;-6.912722072;39.1514378786;0;0;dar_es_salaam;ilala;Gongo La mboto;Machimbo;1542367249893.jpg;1542367266778.jpg;1542367277591.jpg;yes;;no;wet;consolidated;low;urban;1542367299007.jpg;1542367339219.jpg;1542367318459.jpg;1542367321928.jpg;;322;bace3305-8d05-40e8-b3dd-43906b25610d;2018-11-17T07:35:05;;232;400;other;Baraka and Anna;2018-11-17;other;Sia Saronga and Abubakari Rajab;2018-12-10;;513;492;488;495;461;451;437;350;371;;500;517;4;;500;8;;520;32;;617;122;;563;102;;554;103;;522;85;;360;10;;380;9;;475;;25;0.05;;;516;500;518;494;498;463;443;350;372;;500;518;2;;515;15;;527;9;;558;64;;603;105;;523;60;;566;123;;463;113;;374;2;;493;;7;0.014;;1146;871f7265-4343-45c2-a0ca-07360718ff4b;2018-12-10T12:51:01;;448
449;2018-11-16T11:59:15.379+03;2018-11-16T12:04:52.857+03;2018-11-16;8.92550204139952E+018;640021071951801;353614096259289;-6.8946716666666665 39.45916333333333 11.1 1.6;-6.8946716667;39.4591633333;11.1;1.6;dar_es_salaam;kigamboni;Somangira;Mbutu;1542358857054.jpg;1542358889283.jpg;1542358920432.jpg;yes;;no;dry;loose;medium;urban;1542358962324.jpg;1542358971876.jpg;1542358980882.jpg;1542358989946.jpg;The ground was too hard unable to get the sampling 15cm bottom sample;323;9e53ee39-d07c-4067-a7ba-b93025929f09;2018-11-17T10:34:58;;233;449;other;Salome;2019-01-20;other;Sia Saronga and Abubakari Rajab;2019-01-29;;513;492;494;495;461;452;437;351;371;;500;521;8;;520;28;;522;28;;620;125;;587;126;;552;100;;500;63;;372;21;;372;1;;500;;0;0;;;517;500;518;493;493;463;443;350;372;;500;521;4;;514;14;;532;14;;620;127;;597;104;;566;103;;542;99;;377;27;;375;3;;495;;5;0.01;;1451;6993a673-f150-4498-a041-ad951745d727;2019-01-30T11:53:35;;701
451;2018-11-16T12:27:37.884+03;2018-11-16T14:46:33.740+03;2018-11-16;8.92550204139952E+018;640021071951801;353614096259289;-6.895314999999999 39.490478333333336 -0.2 2.9;-6.895315;39.4904783333;-0.2;2.9;dar_es_salaam;kigamboni;Somangira;Mbutu mkwajuni;1542368062234.jpg;1542368086017.jpg;1542368119872.jpg;yes;;yes;dry;loose;medium;urban;1542368188223.jpg;1542368211348.jpg;1542368228844.jpg;1542368244749.jpg;The dropped point located in the forest its very dangerous for us to inter in the area so we moved 500m to get the sample;324;3f72bcd7-041c-4631-9bbf-f02711c9c4b5;2018-11-17T10:45:56;;234;451;Swaumu_Nuru;;2018-11-16;other;Sia Saronga and Abubakari Rajabu;2018-12-05;;513;492;488;495;461;451;437;350;371;;500;758;245;;598;106;;560;72;;538;43;;473;12;;444;-7;;354;-83;;366;16;;372;1;;405;;95;0.19;;;516;500;518;494;498;463;443;350;372;;500;520;4;;593;93;;594;76;;590;96;;597;99;;489;26;;490;47;;398;48;;374;2;;491;;9;0.018;;903;ee83435e-5f89-40b8-9e3d-a13f2e4390a0;2018-12-05T11:41:41;;313
483;2018-11-16T12:45:13.425+03;2018-11-16T13:42:55.039+03;2018-11-16;8.92550204139952E+018;640021071951801;353614096259289;-6.8823 39.477115000000005 -14.5 1.9;-6.8823;39.477115;-14.5;1.9;dar_es_salaam;kigamboni;Somangira;Mbutu beach;1542361549062.jpg;1542361569907.jpg;1542361608650.jpg;yes;;yes;dry;loose;high;urban;1542361640350.jpg;1542361655802.jpg;1542361666860.jpg;1542361695027.jpg;The dropped point was located in the ocean and there is no way for us to pass we moved 500m northern part to get the sample;325;bee2fb94-fbc5-470b-a367-3899d08a36bd;2018-11-17T10:47:10;;235;483;Swaumu_Nuru;;2018-11-16;other;Sia Saronga and Abubakari Rajabu;2018-12-05;;513;492;488;495;461;451;437;350;371;;500;513;0;;493;1;;492;4;;534;39;;579;118;;619;168;;538;101;;353;3;;371;0;;434;;66;0.132;;;516;500;518;494;498;463;443;350;372;;500;519;3;;511;11;;548;30;;602;108;;606;108;;600;137;;524;81;;370;20;;373;1;;499;;1;0.002;;909;f802f26c-de3a-468d-b194-83563b5a4351;2018-12-05T11:41:50;;319
448;2018-11-16T12:51:44.466+03;2018-11-16T13:30:06.418+03;2018-11-16;8.92550204139952E+018;640021071951801;353614096259289;-6.894805000000001 39.441008333333336 0.5 2.0;-6.894805;39.4410083333;0.5;2;dar_es_salaam;kigamboni;Somangira;Dege;1542364041331.jpg;1542364064746.jpg;1542364077909.jpg;yes;;no;dry;loose;medium;urban;1542364110459.jpg;1542364122233.jpg;1542364135800.jpg;1542364141549.jpg;;326;a4285951-28ce-49ff-b10f-6a30c97816f1;2018-11-17T10:48:34;;236;448;Swaumu_Nuru;;2018-11-16;other;Sia Saronga and Abubakari Rajabu;2018-12-04;;513;492;488;495;461;451;437;350;371;;500;526;13;;519;27;;526;38;;570;75;;519;58;;523;72;;387;-50;;370;20;;378;7;;260;;240;0.48;;;516;500;518;494;498;463;443;350;372;;500;550;34;;542;42;;578;60;;602;108;;562;64;;526;63;;524;81;;387;37;;374;2;;491;;9;0.018;;836;c6181253-2096-4363-bb1a-ca8f6475f060;2018-12-04T10:00:06;;288
450;2018-11-16T12:12:13.167+03;2018-11-16T14:08:32.220+03;2018-11-16;8.92550204139952E+018;640021071951801;353614096259289;-6.895006666666665 39.47758833333333 -1.1 1.5;-6.8950066667;39.4775883333;-1.1;1.5;dar_es_salaam;kigamboni;Somangira;Mbutu;1542359612096.jpg;1542359645828.jpg;1542366419084.jpg;yes;;no;dry;loose;medium;urban;1542359741615.jpg;1542359755723.jpg;1542359770786.jpg;1542359788705.jpg;The ground was too hard unable to get sampling 15 cm bottom sample;327;f6c50446-78d9-480a-940b-c119edc86b78;2018-11-17T18:26:55;;237;450;other;Baraka;2019-01-19;other;Sia Saronga and Abubakari Rajab;2019-01-28;;513;492;494;495;461;452;437;351;371;;500;538;25;;566;74;;590;96;;598;103;;524;63;;513;61;;486;49;;364;13;;374;3;;487;;13;0.026;;;517;500;518;493;493;463;443;350;372;;500;529;12;;514;14;;599;81;;611;118;;571;78;;515;52;;450;7;;485;135;;374;2;;499;;1;0.002;;1446;02b5c977-0a87-4039-a3ba-e3aaaa4a356c;2019-01-30T11:53:28;;696
404;2018-11-16T10:23:15.769+03;2018-11-16T10:56:20.776+03;2018-11-16;8.92550506043018E+018;640050643017862;355025063490260;-6.912911124443028 39.22384947538376 0.0 0.0;-6.9129111244;39.2238494754;0;0;dar_es_salaam;temeke;Mbagala;Kiyombo;1542353405581.jpg;1542353461153.jpg;1542353453643.jpg;yes;;yes;dry;loose;low;urban;1542353521932.jpg;1542353533504.jpg;1542353554476.jpg;1542353563687.jpg;;328;42eb2584-f489-4aaa-96de-120c78bfd68e;2018-11-18T20:24:01;;238;404;other;Salome Kijimbo;2019-01-19;other;Sia and Abubakar;2019-01-26;;513;492;494;495;461;452;437;351;371;;500;520;7;;528;36;;535;41;;567;72;;573;112;;569;117;;541;104;;354;3;;376;5;;497;;3;0.006;;;517;500;518;493;493;463;443;350;372;;500;524;7;;520;20;;563;45;;550;57;;632;139;;578;115;;534;91;;373;23;;375;3;;500;;0;0;;1464;31343ab8-6dad-4660-b2a2-95c71a20a836;2019-01-30T12:07:50;;714
405;2018-11-16T12:49:24.372+03;2018-11-16T13:08:52.476+03;2018-11-16;8.92550506043018E+018;640050643017862;355025063490260;-6.912575622862377 39.242300391197205 0.0 0.0;-6.9125756229;39.2423003912;0;0;dar_es_salaam;temeke;Mbagala;Charambe;1542362804187.jpg;1542362828633.jpg;1542362847611.jpg;yes;;yes;wet;loose;low;urban;1542362885556.jpg;1542362898672.jpg;1542362909966.jpg;1542362928553.jpg;;329;5bb786fc-ce9c-4020-9788-c0ffbf983000;2018-11-18T20:26:02;;239;405;other;Salome Kijimbo;2019-01-19;other;Sia and Abubakar;2019-01-26;;513;492;494;495;461;452;437;351;371;;500;515;2;;507;15;;523;29;;629;134;;637;176;;504;52;;513;76;;362;11;;374;3;;498;;2;0.004;;;513;492;494;495;461;452;437;351;371;;500;515;2;;507;15;;523;29;;629;134;;637;176;;504;52;;513;76;;362;11;;374;3;;498;;2;0.004;;1465;951759ad-fcd6-4a5e-b6c2-66a29b9ec0d4;2019-01-30T12:07:53;;715
406;2018-11-16T13:44:07.487+03;2018-11-16T13:58:26.739+03;2018-11-16;8.92550506043018E+018;640050643017862;355025063490260;-6.911537164079519 39.25806641578674 0.0 0.0;-6.9115371641;39.2580664158;0;0;dar_es_salaam;temeke;Mbagala;Rangi tatu;1542365739095.jpg;1542365661919.jpg;1542365757978.jpg;yes;;yes;wet;loose;low;urban;1542365800380.jpg;1542365808841.jpg;1542365821134.jpg;1542365897529.jpg;;330;1bc3eddc-1409-442f-88bd-c271d846c46d;2018-11-18T20:28:18;;240;406;other;Salome Kijimbo;2019-01-19;other;Sia Saronga and Abubakar;2019-01-26;;513;492;494;495;461;452;437;351;371;;500;513;0;;499;7;;503;9;;595;100;;615;154;;607;155;;500;63;;358;7;;376;5;;500;;0;0;;;517;500;518;493;493;463;443;350;372;;500;525;8;;518;18;;546;28;;627;134;;632;139;;537;74;;519;76;;365;15;;380;8;;500;;0;0;;1466;cd3f27fa-c94d-4ee8-bac8-c96a6734c60f;2019-01-30T12:07:56;;716
607;2018-11-16T14:44:54.494+03;2018-11-16T14:51:43.547+03;2018-11-16;8.92550506043018E+018;640050643017862;355025063490260;-6.913084200562125 39.27842438220978 0.0 0.0;-6.9130842006;39.2784243822;0;0;dar_es_salaam;temeke;Mbagala;Maduka tisa;1542368904043.jpg;1542368933089.jpg;1542368969680.jpg;yes;;yes;dry;loose;low;urban;1542369006753.jpg;1542369022082.jpg;1542369045936.jpg;1542369095894.jpg;;331;69be0cb4-7086-4a76-994c-a26b9f2913a5;2018-11-18T20:30:19;;241;607;Annastazia_Baraka;;2018-11-08;Sia_Wilfred;;2018-11-14;;513;492;494;495;461;452;437;351;371;;500;558;45;;556;64;;550;56;;577;82;;524;63;;527;75;;513;76;;376;25;;382;11;;497;;3;0.006;;;517;500;518;493;493;463;443;350;372;;500;639;122;;555;55;;575;57;;569;76;;542;49;;526;63;;499;56;;365;15;;378;6;;499;;1;0.002;;442;d8aff48a-94f6-4bda-af2e-000c42b486de;2018-11-26T06:51:20;;99
436;2018-11-16T15:46:06.760+03;2018-11-16T16:00:59.570+03;2018-11-16;8.92550506043018E+018;640050643017862;355025063490260;-6.894964118474846 39.223782420158386 0.0 0.0;-6.8949641185;39.2237824202;0;0;dar_es_salaam;temeke;Kitunda;Buza;1542372988176.jpg;1542373036698.jpg;1542373098648.jpg;yes;;yes;dry;loose;low;urban;1542373152777.jpg;1542373201963.jpg;1542373231088.jpg;1542373254437.jpg;;332;82067454-0332-4b22-9682-8cfc93d58a04;2018-11-18T20:31:40;;242;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
408;2018-11-16T10:34:54.027+03;2018-11-16T10:38:17.879+03;2018-11-16;8925505090396780505f;640050939678050;351665081326444;-6.9130400000000005 39.29615166666667 12.9 2.5;-6.91304;39.2961516667;12.9;2.5;dar_es_salaam;temeke;Mbagala;Kijichi/rangi tatu;1542353779317.jpg;1542353806279.jpg;1542353821523.jpg;yes;;no;wet;consolidated;high;urban;1542353859632.jpg;;1542353876506.jpg;1542353887910.jpg;;333;19469891-de0f-467a-8079-f20b8e093a88;2018-11-19T05:52:00;;243;408;Deogratius_Salome;;2018-11-16;Sia_Wilfred;;2018-11-30;;513;492;488;495;461;451;437;350;371;;500;648;135;;523;31;;545;57;;603;108;;523;62;;504;53;;479;42;;363;13;;372;1;;502;;-2;-0.004;;;516;500;518;494;493;463;443;350;372;;500;527;11;;564;64;;567;49;;598;104;;591;98;;547;84;;491;48;;392;42;;372;0;;500;;0;0;;714;63e697ce-133e-49ab-9668-557b4bdad15e;2018-11-30T13:47:37;;225
409;2018-11-16T11:17:32.750+03;2018-11-16T11:22:53.513+03;2018-11-16;8925505090396780505f;640050939678050;351665081326444;-6.913336666666667 39.31413833333333 39.3 2.6;-6.9133366667;39.3141383333;39.3;2.6;dar_es_salaam;kigamboni;Kigamboni;Kigamboni;1542356364640.jpg;1542356402155.jpg;;no;Point fall on the house.....we rake sample 10m from the house;no;wet;loose;low;urban;1542356519680.jpg;;1542356539249.jpg;1542356561832.jpg;;334;8d350cb4-5156-4a60-a6c8-f8fac76ca4d5;2018-11-19T05:52:47;;244;409;Deogratius_Salome;;2018-11-16;Sia_Wilfred;;2018-12-03;;513;492;488;495;461;451;437;350;371;;500;525;12;;519;27;;544;56;;638;143;;488;27;;529;78;;513;76;;367;17;;374;3;;439;;61;0.122;;;516;500;518;494;498;463;443;350;372;;500;525;9;;512;12;;537;19;;610;116;;625;127;;578;115;;513;70;;369;19;;378;6;;493;;7;0.014;;767;6d7c44f8-d508-49ff-846c-392f10839e74;2018-12-03T09:42:22;;250
410;2018-11-16T11:49:26.447+03;2018-11-16T11:52:17.882+03;2018-11-16;8925505090396780505f;640050939678050;351665081326444;-6.913016666666666 39.33230666666667 65.9 0.9;-6.9130166667;39.3323066667;65.9;0.9;dar_es_salaam;kigamboni;Kibada;Kibada;1542358216682.jpg;1542358247670.jpg;1542358265031.jpg;yes;;no;wet;loose;high;urban;1542358295910.jpg;1542358306102.jpg;1542358326559.jpg;1542358333735.jpg;;335;38b90b47-85bb-447a-a564-54f39c6e98ab;2018-11-19T05:53:19;;245;410;Deogratius_Salome;;2018-12-12;Sia_Wilfred;;2018-12-03;;513;492;488;495;461;451;437;350;371;;500;528;15;;531;39;;551;63;;652;157;;566;105;;517;66;;468;31;;356;6;;372;1;;483;;17;0.034;;;516;500;518;494;498;463;443;350;372;;500;538;22;;512;12;;553;35;;620;126;;619;121;;596;133;;451;8;;391;41;;372;0;;498;;2;0.004;;762;8f9a6709-a0b0-4fd9-80d7-c3825d03d7b8;2018-12-03T09:42:09;;245
442;2018-11-16T12:35:11.444+03;2018-11-16T12:38:09.177+03;2018-11-16;8925505090396780505f;640050939678050;351665081326444;-6.894931666666667 39.332303333333336 62.5 1.1;-6.8949316667;39.3323033333;62.5;1.1;dar_es_salaam;kigamboni;Kibada;Kichunguni;1542360975197.jpg;1542361006458.jpg;;yes;;no;wet;consolidated;low;urban;1542361042114.jpg;1542361052936.jpg;1542361072908.jpg;1542361081785.jpg;;336;544e00fc-576f-458e-a0b4-6167af036933;2018-11-19T05:54:01;;246;442;Deogratius_Salome;;2018-11-16;Sia_Wilfred;;2018-12-03;;513;492;488;495;461;451;437;350;371;;500;518;5;;502;10;;537;49;;772;277;;572;111;;488;37;;444;7;;351;1;;372;1;;498;;2;0.004;;;516;500;518;494;498;463;443;350;372;;500;542;26;;547;47;;572;54;;630;136;;592;94;;534;71;;493;50;;363;13;;374;2;;493;;7;0.014;;766;437b81d3-1fc7-4740-8a4b-891b16df43cf;2018-12-03T09:42:20;;249
731;2018-11-19T12:27:41.893+03;2018-11-19T13:32:21.482+03;2018-11-19;8925505090396780505f;640050939678050;351665081326444;-6.558353333333334 39.101684999999996 13.7 2.4;-6.5583533333;39.101685;13.7;2.4;pwani;bagamoyo;Kerege;Kerege;;;;no;High vegetation cover impossible to reach, and it is near millitary area no ways!;no;dry;loose;high;rural;;;;;;339;a9a26987-7fce-4068-b1d4-fb25a828c531;2018-11-19T16:24:08;;247;731;other;Deo and Damon;2018-11-19;Sia_Wilfred;;2018-11-28;;513;492;488;495;461;451;437;350;371;;501;518;5;;525;33;;552;64;;633;138;;569;108;;521;70;;494;57;;364;14;;374;3;;492;;9;0.0179640719;;;517;500;518;494;493;463;443;350;372;;500;556;39;;563;63;;596;78;;644;150;;596;103;;509;46;;458;15;;353;3;;373;1;;498;;2;0.004;;604;ea14cc0f-f791-46bc-9fa3-39fa0ab65e8b;2018-11-28T12:19:45;;184
